details,title,price,rating_number,average_rating,main_category,categories,store,parent_asin,images,last_category,image_url,brand,color,weight,dimensions,Country of Origin,price_log,price_scaled,category_code,main_category_code,parent_asin_code,country_code,store_code,brand_code,color_code
"{'Brand Name': 'Pipishell', 'Item Weight': '3.04 pounds', 'Product Dimensions': '9.61 x 6.22 x 2.4 inches', 'Country of Origin': 'China', 'Item model number': 'PISF1', 'Color Name': 'Black', 'Special Features': 'Articulating/Full motion/swivel/tilt/wider rotation/low profile/extension', 'Best Sellers Rank': {'Electronics': 26, 'TV Wall & Ceiling Mounts': 1}, 'Date First Available': 'May 31, 2019', 'Mounting Type': 'Articulating/Full motion/swivel/tilt/wide rotation', 'Movement Type': 'Swivel', 'Brand': 'Pipishell', 'Material': 'Alloy Steel', 'TV Size': '42 Inches', 'Color': 'Black', 'Minimum Compatible Size': '13 Inches', 'Compatible Devices': 'Televisions', 'Maximum Tilt Angle': '15 Degrees'}","Full Motion TV Monitor Wall Mount Bracket Articulating Arms Swivels Tilts Extension Rotation for Most 13-42 Inch LED LCD Flat Curved Screen TVs & Monitors, Max VESA 200x200mm up to 44lbs by Pipishell",21.99,108061,4.6,All Electronics,"['Electronics', 'Television & Video', 'Accessories', 'TV Mounts, Stands & Turntables', 'TV Wall & Ceiling Mounts']",unk,B07SHFPD8S,"[{'thumb': 'https://m.media-amazon.com/images/I/41epSGZGCpL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41epSGZGCpL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61EBlj11AbL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51-a06QCdTL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51-a06QCdTL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71ypaENjMYL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51bLqA2FwcL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51bLqA2FwcL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/714pHOTlHjL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51e9DMNoubL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51e9DMNoubL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71acQwy5pEL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51C2EytnUCL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51C2EytnUCL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71ScRb6at9L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51FkFdebvbL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51FkFdebvbL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71Kg6lLv0lL._AC_SL1500_.jpg'}]",TV Wall & Ceiling Mounts,https://m.media-amazon.com/images/I/61EBlj11AbL._AC_SL1500_.jpg,unk,Black,3.04 pounds,unk,China,3.1350593387750902,-0.35571977894144474,280,2,5281,1,418,372,4
"{'Product Dimensions': '4.41 x 4.41 x 4.83 inches', 'Item Weight': '1.19 pounds', 'Item model number': 'DCS-5222L', 'Best Sellers Rank': {'Complete Surveillance Systems': 18, 'Dome Surveillance Cameras': 2650}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'May 16, 2017', 'Manufacturer': 'D-Link Systems, Inc.'}",D-Link DCS-5222L HD Pan & Tilt Wi-Fi Camera (White) (Discontinued by Manufacturer),188.0,588,3.9,Camera & Photo,"['Electronics', 'Camera & Photo', 'Video Surveillance', 'Surveillance Cameras', 'Dome Cameras']",D-Link,B008915L2O,"[{'thumb': 'https://m.media-amazon.com/images/I/41N3XMUX1VL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41N3XMUX1VL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81nOl3R6M8L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31TLUQFazGL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31TLUQFazGL._AC_.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51NwiEUo07L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51NwiEUo07L._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61QSbDbqbcL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/3196TQghNeL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/3196TQghNeL._AC_.jpg', 'variant': 'PT03', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41+FL+w9JCL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41+FL+w9JCL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/511-75IMfaL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41CDyvkrqgL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41CDyvkrqgL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/51qAyuZ8m9L._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51+60UNherL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51+60UNherL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/612xeHcz9nL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41RTNc01GpL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41RTNc01GpL._AC_.jpg', 'variant': 'PT07', 'hi_res': 'https://m.media-amazon.com/images/I/61VN4eMAUIL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/513QnDvLN+L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/513QnDvLN+L._AC_.jpg', 'variant': 'PT08', 'hi_res': 'https://m.media-amazon.com/images/I/91QurZpMAZL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41ID5rO84hL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41ID5rO84hL._AC_.jpg', 'variant': 'PT09', 'hi_res': 'https://m.media-amazon.com/images/I/81kfdM-8yOL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51AxOpixDyL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51AxOpixDyL._AC_.jpg', 'variant': 'PT10', 'hi_res': 'https://m.media-amazon.com/images/I/811nome+eDL._AC_SL1500_.jpg'}]",Dome Cameras,https://m.media-amazon.com/images/I/81nOl3R6M8L._AC_SL1500_.jpg,unk,unk,1.19 pounds,unk,unk,5.241747015059643,1.8999062944045635,109,9,1521,13,90,372,69
"{'Standing screen display size': '10.1 Inches', 'Screen Resolution': '1280 x 800 pixels', 'Max Screen Resolution': '1280 x 800 Pixels', 'Processor': '1 GHz', 'RAM': '1 GB DDR2', 'Hard Drive': '16 GB', 'Graphics Coprocessor': 'NVIDIA Tegra', 'Chipset Brand': 'Nvidia', 'Card Description': 'GeForce ULP', 'Wireless Type': '802.11n, 802.11b, 802.11g', 'Number of USB 2.0 Ports': '1', 'Average Battery Life (in hours)': '8 Hours', 'Brand': 'acer', 'Series': 'Iconia', 'Item model number': 'A500-10S16u', 'Hardware Platform': 'Android', 'Operating System': 'Android 3.0 Honeycomb', 'Item Weight': '1.61 pounds', 'Product Dimensions': '7 x 10.2 x 0.5 inches', 'Item Dimensions  LxWxH': '7 x 10.2 x 0.5 inches', 'Color': 'Silver', 'Rear Webcam Resolution': '5 MP', 'Processor Brand': 'NVIDIA', 'Number of Processors': '1', 'Computer Memory Type': 'DDR2 SDRAM', 'Flash Memory Size': '16 GB', 'Hard Drive Interface': 'Serial ATA', 'Hard Drive Rotational Speed': '5400 RPM', 'Audio-out Ports (#)': '1', 'Battery Type': 'lithium_polymer', 'Power Source': 'AC', 'Voltage': '220 Volts', 'Batteries': '1 Lithium Ion batteries required. (included)', 'Best Sellers Rank': {'Electronics': 511151, 'Computer Tablets': 6120}, 'Date First Available': 'May 5, 2011', 'Model Name': 'Iconia', 'Memory Storage Capacity': '1 GB', 'Screen Size': '10.1 Inches', 'Display Resolution Maximum': '1280 x 800 Pixels'}",Acer Iconia Tab A500-10S16u 10.1-Inch Tablet Computer (Aluminum Metallic),26.99,720,3.8,Computers,"['Electronics', 'Computers & Accessories', 'Computers & Tablets', 'Tablets']",acer,B004XZL980,"[{'thumb': 'https://m.media-amazon.com/images/I/518PsXrA2rL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/518PsXrA2rL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61Es3l6dvTL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41igONuoEXL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41igONuoEXL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61Ir6qJneLL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41GkrGSlbLL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41GkrGSlbLL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61Ae6Glq2ZL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51k9RfBAQPL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51k9RfBAQPL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61RqWCSGq1L._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41nmSTsEF4L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41nmSTsEF4L._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/61mB-IOcjvL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/415vQ836uIL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/415vQ836uIL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/61HS-WVTShL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41N7qhG5K6L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41N7qhG5K6L._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/61tovCflZAL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41WiovOKoiL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41WiovOKoiL._AC_.jpg', 'variant': 'PT10', 'hi_res': None}]",Tablets,https://m.media-amazon.com/images/I/61Es3l6dvTL._AC_SL1000_.jpg,acer,Silver,1.61 pounds,unk,unk,3.331847303527362,-0.14501931811244978,282,12,1048,13,401,367,49
"{'Item Weight': '4 ounces', 'Product Dimensions': '2 x 1 x 2 inches', 'Domestic Shipping': 'Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues.', 'International Shipping': 'This item can be shipped to select countries outside of the U.S.  Learn More', 'Country of Origin': 'China', 'Item model number': 'MUS CM01', 'Best Sellers Rank': {'Tripod Heads': 16}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'September 29, 2008', 'Color Name': 'Silver', 'Compatible Devices': 'Cameras', 'Brand': 'OnStage', 'Color': 'Silver', 'Special Feature': 'The On-Stage Stands CM01 is a fully adjustable video camera adaptor that enables you to mount almost any camera or video camera and many hand-held digital recorders to a mic stand. The CM01 mounts to any standard 5/8"" 27-thread mic stand and provides a standard 1/4"" thread for video cameras or digital recorders. The CM01 allows for 360 degree pan movement and 180 degree tilt and features an over-sized locking knob, neoprene rubber mount platform and is nickel-plated. The CM01 will support up toThe On-Stage Stands CM01 is a fully adjustable video camera adaptor that enables you to mount almost any camera or video camera and many hand-held digital reco…  See more', 'Item Dimensions LxWxH': '2 x 1 x 2 inches'}",On Stage CM01 Video Camera/Digital Recorder Adapter,12.99,1327,4.6,Musical Instruments,"['Electronics', 'Camera & Photo', 'Tripods & Monopods', 'Tripod Heads']",unk,B001GWCC4I,"[{'thumb': 'https://m.media-amazon.com/images/I/41AsFg0idwL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41AsFg0idwL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61U2mgiw1nL._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41rLVFXUdbL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41rLVFXUdbL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61oig7pZN5L._AC_SL1200_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41MP4jAR5FL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41MP4jAR5FL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/619sLZnlaJL._AC_SL1200_.jpg'}]",Tripod Heads,https://m.media-amazon.com/images/I/61U2mgiw1nL._AC_SL1200_.jpg,unk,Silver,4 ounces,unk,China,2.63834278867739,-0.887553146590346,289,18,419,1,418,372,49
"{'Product Dimensions': '2 x 4 x 9 inches', 'Item Weight': '1.6 ounces', 'Item model number': '010-10747-03', 'National Stock Number': '6145-01-582-5022', 'Best Sellers Rank': {'GPS Chargers & Cables': 337}, 'Is Discontinued By Manufacturer': 'No', 'Special features': '12 volt', 'Other display features': 'Wireless', 'Color': 'Black', 'Whats in the box': 'Garmin 12-Volt Adapter Cable', 'Manufacturer': 'Garmin', 'Date First Available': 'October 2, 2001'}",Garmin 12-Volt Adapter Cable,8.99,1398,4.4,Cell Phones & Accessories,"['Electronics', 'GPS, Finders & Accessories', 'GPS System Accessories', 'Chargers & Cables']",Garmin,B00XK3QKBW,"[{'thumb': 'https://m.media-amazon.com/images/I/41IcRxNAnVL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41IcRxNAnVL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71gAyAmkvGL._AC_SL1500_.jpg'}]",unk,https://m.media-amazon.com/images/I/71gAyAmkvGL._AC_SL1500_.jpg,unk,Black,1.6 ounces,unk,unk,2.301584592660462,-1.2481194402558662,320,11,3374,13,137,372,4
"{'Item Dimensions LxWxH': '3.7 x 3.1 x 5.5 inches', 'Brand': 'Cooler Master', 'Power Connector Type': '4-Pin', 'Voltage': '12 Volts', 'Wattage': '3.12 watts', 'Cooling Method': 'Air', 'Compatible Devices': 'Desktop', 'Noise Level': '35 dB', 'Material': 'Aluminum', 'Maximum Rotational Speed': '2800 RPM', 'Air Flow Capacity': '54.8 Cubic Feet Per Minute', 'Item model number': 'RR-HT2-28PK-R1', 'Item Weight': '12 ounces', 'Product Dimensions': '3.7 x 3.1 x 5.5 inches', 'Color': 'Non Led', 'Manufacturer': 'Cooler Master USA, Inc.', 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'May 8, 2014', 'Best Sellers Rank': {'Computer CPU Cooling Fans': 1401}}","Cooler Master Hyper T2 Compact CPU Cooler Dual Looped, 95mm Fan, 2 Copper Direct Contact Heat Pipe for AMD Ryzen/Intel LGA1151",26.99,4947,4.6,Computers,"['Electronics', 'Computers & Accessories', 'Computer Components', 'Internal Components', 'Fans & Cooling', 'CPU Cooling Fans']",Cooler Master,B0997YZWNG,"[{'thumb': 'https://m.media-amazon.com/images/I/51-J7bkKC-L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51-J7bkKC-L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61D-u0HpBVL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/511jxXIInRL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/511jxXIInRL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61ednZoLuiL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41hJJmTExhL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41hJJmTExhL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61xci+b39DL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51DQgPLuUBL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51DQgPLuUBL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61SpUc4YjjL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/4155+LGKjIL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/4155+LGKjIL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/51nb-BM80cL._AC_SL1000_.jpg'}]",CPU Cooling Fans,https://m.media-amazon.com/images/I/61D-u0HpBVL._AC_SL1000_.jpg,Cooler Master,unk,12 ounces,unk,unk,3.331847303527362,-0.14501931811244978,38,12,5975,13,83,72,69
"{'Product Dimensions': '5.87 x 4.02 x 2.09 inches', 'Item Weight': '0.64 ounces', 'Item model number': 'SFOMEW', 'Best Sellers Rank': {'Lighting Diffusers': 77, 'Camera Flash Light Diffusers': 154}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'May 12, 2006', 'Manufacturer': 'Sto-Fen'}","Sto-Fen Omni-Bounce OM-EW Flash Diffuser (for Canon Speedlite 430EX, 430EX II, 430EX III)",26.99,587,4.5,Camera & Photo,"['Electronics', 'Camera & Photo', 'Lighting & Studio', 'Lighting', 'Lighting Controls & Modifiers', 'Diffusers']",Sto-Fen,B000CLNHXY,"[{'thumb': 'https://m.media-amazon.com/images/I/212HkJ4TUKL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/212HkJ4TUKL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/619CC3s26UL._AC_SL1500_.jpg'}]",Diffusers,https://m.media-amazon.com/images/I/619CC3s26UL._AC_SL1500_.jpg,unk,unk,0.64 ounces,unk,unk,3.331847303527362,-0.14501931811244978,104,9,169,13,325,372,69
"{'Product Dimensions': '9 x 5.4 x 0.6 inches', 'Item Weight': '2.4 ounces', 'Manufacturer': 'Cable Matters', 'Item model number': '101020-BLACK', 'Best Sellers Rank': {'DVI-HDMI Adapters': 590}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'August 26, 2013', 'Compatible Devices': 'PC', 'Specific Uses For Product': 'Personal', 'Connector Type': 'VGA, DVI, HDMI', 'Connector Gender': 'Male-to-Female', 'Color': 'Black'}",Cable Matters Mini DisplayPort to HDMI Adapter with VGA and DVI 3-in-1 Adapter in Black - Thunderbolt and Thunderbolt 2 Port Compatible - Supporting 4K Resolution via HDMI,18.49,1342,4.5,Computers,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Computer Cable Adapters', 'DVI-HDMI Adapters']",Cable Matters,B07BMVY2JG,"[{'thumb': 'https://m.media-amazon.com/images/I/41rmWRL2XOL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41rmWRL2XOL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71JM3BwvMbL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41fMzTZUQFL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41fMzTZUQFL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71aLnkG7RrL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31TchDtCJeL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31TchDtCJeL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61bufVB60VL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31x7-Ow0iHL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31x7-Ow0iHL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71ErEK9I+OL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31uu-gdMi5L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31uu-gdMi5L._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/7121nSBR5OL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41W8+PNpW8L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41W8+PNpW8L._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71SnbbxcTnL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51jOzqhQjyL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51jOzqhQjyL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/81mKN+g0oeL._AC_SL1500_.jpg'}]",DVI-HDMI Adapters,https://m.media-amazon.com/images/I/71JM3BwvMbL._AC_SL1500_.jpg,unk,Black,2.4 ounces,unk,unk,2.9699015135194693,-0.5325539157987508,101,12,4761,13,66,372,4
"{'Product Dimensions': '0.3 x 0.3 x 0.2 inches', 'Item Weight': '0.16 ounces', 'Item model number': 'AD078', 'Best Sellers Rank': {'Cable Gender Changers': 2}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'May 19, 2013', 'Manufacturer': 'DHT LLC', 'Specific Uses For Product': 'personal', 'Connector Type': 'Coaxial', 'Color': 'gold', 'Item Dimensions LxWxH': '0.3 x 0.3 x 0.2 inches', 'Brand': 'DHT Electronics'}",DHT Electronics 2PCS coaxial Coax Adapter SMA Female to RP-SMA Male,5.8,1521,4.5,All Electronics,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Computer Cable Adapters', 'Gender Changers']",DHT Electronics,B00CVQ3XLY,"[{'thumb': 'https://m.media-amazon.com/images/I/41lKKtZ40aL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41lKKtZ40aL._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41bHjDdnrIL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41bHjDdnrIL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/51eAbmRfVXL._AC_SL1185_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31W-BHAcmPL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31W-BHAcmPL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/51QgatYwP6L._AC_SL1324_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41E-VBA6iIL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41E-VBA6iIL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/7194-kiSUtL._AC_SL1500_.jpg'}]",Gender Changers,,DHT Electronics,gold,0.16 ounces,unk,unk,1.916922612182061,-1.6599762154007356,128,2,2042,13,92,80,64
"{'Brand': 'Cable Matters', 'Connector Type': 'Sata', 'Cable Type': 'SATA Power', 'Compatible Devices': 'DVD Player, Personal Computer', 'Color': 'Black', 'Connector Gender': 'Male-to-Male', 'Shape': 'Round', 'Number of Pins': '15', 'Unit Count': '3 Foot', 'Gauge': '18.0', 'Headphones Jack': 'Usb', 'Indoor/Outdoor Usage': 'Outdoor, Indoor', 'Number of Items': '2', 'Package Type': 'Standard Packaging', 'Product Dimensions': '4.72 x 3.74 x 0.91 inches', 'Item Weight': '2.89 ounces', 'Manufacturer': 'Cable Matters', 'Item model number': '104015-18x2', 'Best Sellers Rank': {'SATA Cables': 68}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'November 24, 2015'}",Cable Matters 2-Pack 15 Pin SATA to 4 SATA Power Splitter Cable - 18 Inches,12.49,877,4.7,Computers,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Accessories', 'Cables & Interconnects', 'SATA Cables']",Cable Matters,B012BPLW08,"[{'thumb': 'https://m.media-amazon.com/images/I/413kjbjd+EL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/413kjbjd+EL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61rNeR9fTJL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41QOSuR96fL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41QOSuR96fL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61RL6qJ+akL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41QU6jRCXTL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41QU6jRCXTL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/719qYh8ET9L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41YrWQcWR6L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41YrWQcWR6L._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71nVql0UmJL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41tRvkXYj8L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41tRvkXYj8L._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71a1jTIHp0L._AC_SL1500_.jpg'}]",SATA Cables,https://m.media-amazon.com/images/I/61rNeR9fTJL._AC_SL1500_.jpg,Cable Matters,Black,2.89 ounces,unk,unk,2.6019486702196644,-0.9265202528367114,240,12,3481,13,66,58,4
